BOX,PHASE,SUPPLIER,WAREHOUSE_STATUS,DATE,REMARKS,WAREHOUSE_UTILITY,METER NO.,METER MFG,IME,FINAL SIM,IMSI,IP,MFG_SERIAL_NUM,UDC_ID,NETWORK_ID,STATUS,"DECODE(D.ORG_ID,52,'SBPDCL',102,'NBPDCL')"
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0724835,LNTLT0724835,860953069238698,8991856040706642817,405856707187817,2405:0203:052D:06E0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0727155,LNTLT0727155,860953069399748,8991856040706641801,405856707186801,2405:0203:052D:0FF0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0809241,LNTLT0809241,860953065606393,8991856040706460286,405856707005295,2405:0203:052D:4502:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0852090,LNTLT0852090,868886064525127,8991856040706615320,405856707160329,2405:0203:052D:EC62:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0852337,LNTLT0852337,868886064658233,8991856040706600252,405856707145261,2405:0203:052D:ED59:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0875500,LNTLT0875500,868886064551164,8991856040706512358,405856707057367,2405:0203:052E:47D4:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0874015,LNTLT0874015,860953065426198,8991856040706591074,405856707136083,2405:0203:052E:4207:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0914379,LNTLT0914379,868886065137450,8991856040707106972,405856707651967,2405:0203:052F:136C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0943902,LNTLT0943902,868886065261052,8991856040706449014,405856706994023,2405:0203:052F:80DD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0974076,LNTLT0974076,868886065447834,8991856040707100798,405856707645793,2405:0203:0530:1623:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,GL8906532,GOEGL8906532,860953063447204,8991856040706517000,405856707062009,2405:0203:0532:B357:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0123965,LNTLT0123965,861190056084335,8991856050706059733,405856706059733,2405:0203:0522:0472:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0139134,LNTLT0139134,861190057495993,8991856050706116482,405856706116482,2405:0203:0522:35E3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0145533,LNTLT0145533,861190057293992,8991856050706126944,405856706126944,2405:0203:0522:4EE2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0264980,LNTLT0264980,869810056169156,8991856050706392358,405856706392358,2405:0203:0524:5029:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0467325,LNTLT0467325,865681061478955,8991856040706004733,405856706549755,2405:0203:0528:3D61:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0468257,LNTLT0468257,865681061471299,8991856040706000957,405856706545979,2405:0203:0528:4105:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0527778,LNTLT0527778,865681062284667,8991856040706059454,405856706604476,2405:0203:0528:9F3D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,LT0591785,LNTLT0591785,865681062316766,8991856040706235588,405856706780598,2405:0203:0529:5871:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,LT0636073,LNTLT0636073,860953060505921,8991856040706308916,405856706853925,2405:0203:052A:8522:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,LT0636408,LNTLT0636408,860953060164927,8991856040706307531,405856706852540,2405:0203:052A:8671:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,LT0638078,LNTLT0638078,860953060381448,8991856040706307460,405856706852469,2405:0203:052A:8CF7:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,LT0654613,LNTLT0654613,865681069159755,8991856040706258039,405856706803048,2405:0203:052A:D505:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,LT0656553,LNTLT0656553,865681069089978,8991856040706374884,405856706919893,2405:0203:052A:DC99:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,LT0842787,LNTLT0842787,860953065565052,8991856040706509134,405856707054143,2405:0203:052D:C80C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,LT0910416,LNTLT0910416,860953064822868,8991856040707037907,405856707582902,2405:0203:052F:03F1:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,LT0913552,LNTLT0913552,860953064813339,8991856040707109575,405856707654570,2405:0203:052F:1031:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-04,NOT MAP IN HES,NBPDCL,LT0536220,LNTLT0536220,865681062813010,8991856040706165624,405856706710645,2405:0203:0528:EFF5:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S(PLD),2023-12-08,NOT MAP IN HES,NBPDCL,GL8634861,GOEGL8634861,861190058545176,8991856040706316459,405856706861468,2405:0203:052A:A588:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-08,NOT MAP IN HES,NBPDCL,LT0654260,LNTLT0654260,865681069165281,8991856040706373055,405856706918064,2405:0203:052A:D3A4:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-08,NOT MAP IN HES,NBPDCL,LT0913480,LNTLT0913480,868886065406137,8991856040707109701,405856707654696,2405:0203:052F:0FE9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-08,NOT MAP IN HES,NBPDCL,LT0944690,LNTLT0944690,868886065245055,8991856040706492255,405856707037264,2405:0203:052F:83F1:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-08,NOT MAP IN HES,NBPDCL,LT0984050,LNTLT0984050,868886067435340,8991856040706469326,405856707014335,2405:0203:0530:CE5B:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S(PLD),2023-12-08,NOT MAP IN HES,NBPDCL,GL8908722,GOEGL8908722,860953063689854,8991856040706519869,405856707064878,2405:0203:0532:BBE5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-08,NOT MAP IN HES,NBPDCL,LT0017316,LNTLT0017316,866545057919885,8991856050706046511,405856706046511,2405:0203:0520:5C68:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-08,NOT MAP IN HES,NBPDCL,LT0018957,LNTLT0018957,866545057884451,8991856050706207832,405856706207832,2405:0203:0520:62D1:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-08,NOT MAP IN HES,NBPDCL,LT0349134,LNTLT0349134,869810058817711,8991856050706373711,405856706373711,2405:0203:0525:5D70:0000:0000:0000:0010,,,,,
nan,1 Phase,Genus 4G,S2S Phase Change,2023-12-08,NOT MAP IN HES,NBPDCL,GL8553933,GOEGL8553933,862058060266363,8991856040706157952,405856706702973,2405:0203:0528:5748:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-08,NOT MAP IN HES,NBPDCL,LT0530156,LNTLT0530156,865681062097168,8991856040706058142,405856706603164,2405:0203:0529:0AB6:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0096092,LNTLT0096092,869810050463340,8991856050706244579,405856706244579,2405:0203:0521:839A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0308089,LNTLT0308089,869810058564131,8991856050706438009,405856706433009,2405:0203:0524:A7D1:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0331405,LNTLT0331405,869810058346273,8991856050706484595,405856706479595,2405:0203:0525:664F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0393014,LNTLT0393014,869810059256695,8991856040706260174,405856706805183,2405:0203:0526:2335:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0408420,LNTLT0408420,869810055511218,8991856050706501493,405856706496493,2405:0203:0526:671D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0511293,LNTLT0511293,865575064937092,8991856040706032629,405856706577651,2405:0203:0527:CC3E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0698736,LNTLT0698736,860953069482338,8991856040706566168,405856707111177,2405:0203:052B:8992:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0699536,LNTLT0699536,860953069089745,8991856040706567482,405856707112491,2405:0203:052B:8CB2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0712779,LNTLT0712779,865575064943447,8991856040706709766,405856707254774,2405:0203:052B:C06D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0713026,LNTLT0713026,865575064874691,8991856040706709096,405856707254104,2405:0203:052B:C164:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0841593,LNTLT0841593,861557061550304,8991856040706505077,405856707050086,2405:0203:052D:C362:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0842422,LNTLT0842422,860953065311879,8991856040706590268,405856707135277,2405:0203:052D:C69F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-08,NOT MAP IN HES,NBPDCL,LT0842581,LNTLT0842581,861557061689854,8991856040706525190,405856707070199,2405:0203:052D:C73E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0550833,LNTLT0550833,865681067087669,8991856040706391325,405856706936334,2405:0203:0529:70CE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0713159,LNTLT0713159,860953068831543,8991856040706450322,405856706995331,2405:0203:052B:C1E9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0729746,LNTLT0729746,860953068903722,8991856040706640682,405856707185682,2405:0203:052B:DBA4:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0810096,LNTLT0810096,860953065271198,8991856040706457617,405856707002626,2405:0203:052D:4859:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0834377,LNTLT0834377,860953065513953,8991856040706527051,405856707072060,2405:0203:052D:A732:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0962381,LNTLT0962381,865575062658922,8991856040706837399,405856707382402,2405:0203:052F:E874:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0964635,LNTLT0964635,868886067552185,8991856040706923121,405856707468126,2405:0203:052F:F142:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0979240,LNTLT0979240,868886065359310,8991856040706468622,405856707013631,2405:0203:0530:BB91:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0073338,LNTLT0073338,861089054973772,8991856050706072971,405856706072971,2405:0203:0521:6B57:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0138733,LNTLT0138733,861190057485986,8991856050706051074,405856706051074,2405:0203:0522:3452:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0146948,LNTLT0146948,861190057356823,8991856050706314943,405856706314943,2405:0203:0522:5469:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0186384,LNTLT0186384,869810051577932,8991856050706066332,405856706066332,2405:0203:0523:7363:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0217484,LNTLT0217484,869810051552034,8991856050706329707,405856706329707,2405:0203:0523:29DD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0295257,LNTLT0295257,869810055669685,8991856050706464872,405856706459872,2405:0203:0524:CE1A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0299604,LNTLT0299604,869810056027909,8991856050706436784,405856706431784,2405:0203:0524:7EDC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0686823,LNTLT0686823,865681069726488,8991856040706282923,405856706827932,2405:0203:052B:52D7:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0167064,LNTLT0167064,861190057390756,8991856050706144960,405856706144960,2405:0203:0522:A8E5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0445382,LNTLT0445382,865681061411584,8991856040706248491,405856706793501,2405:0203:0527:1AC1:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0814431,LNTLT0814431,860953065993569,8991856040706524234,405856707069243,2405:0203:052D:5948:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0053479,LNTLT0053479,861089057966831,8991856050706040606,405856706040606,2405:0203:0520:C8F6:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0321589,LNTLT0321589,869810056190491,8991856050706473815,405856706468815,2405:0203:0525:8E17:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0460708,LNTLT0460708,865681061116415,8991856040706226056,405856706771065,2405:0203:0527:7DE3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0606982,LNTLT0606982,869810059303000,8991856040706138779,405856706683801,2405:0203:052A:6203:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0638122,LNTLT0638122,860953060094140,8991856040706307499,405856706852508,2405:0203:052A:8D23:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0467518,LNTLT0467518,865575064940112,8991856040706001183,405856706546205,2405:0203:0528:3E22:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0990291,LNTLT0990291,865575062681783,8991856040706465255,405856707010264,2405:0203:0530:2E39:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0977890,LNTLT0977890,868886067650633,8991856040706838387,405856707383390,2405:0203:0530:B64B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0712791,LNTLT0712791,865575064916674,8991856040706452281,405856706997290,2405:0203:052B:C079:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0989915,LNTLT0989915,868886067463979,8991856040706548215,405856707093224,2405:0203:0530:2CC1:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0713161,LNTLT0713161,865575064957025,8991856040706450384,405856706995393,2405:0203:052B:C1EB:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0789287,LNTLT0789287,860953069210630,8991856040706658137,405856707203137,2405:0203:052C:C439:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0780412,LNTLT0780412,861557061435290,8991856040706632242,405856707177242,2405:0203:052C:A18E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-12-16,NOT MAP IN HES,NBPDCL,LT0783797,LNTLT0783797,861557061549850,8991856040706630653,405856707175653,2405:0203:052C:AEC7:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0878203,LNTLT0878203,868886064949970,8991856040706512066,405856707057075,2405:0203:052E:5263:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0142835,LNTLT0142835,860953065894841,8991856050706084494,405856706084494,2405:0203:0522:384E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0414690,LNTLT0414690,861089057948227,8991856050706194623,405856706194623,2405:0203:0520:C013:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0896306,LNTLT0896306,861557061017304,8991856040706391155,405856706936164,2405:0203:0529:6E26:0000:0000:0000:0010,,,,,
MS0805(PLD),1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0154182,LNTLT0154182,861190057302561,8991856050706053054,405856706053054,2405:0203:0522:3FB7:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0516599,LNTLT0516599,861089054460242,8991856050706072827,405856706072827,2405:0203:0521:6982:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0507456,LNTLT0507456,861089052089639,8991856050706048642,405856706048642,2405:0203:0520:5DBD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-14,NOT MAP IN HES,NBPDCL,LT0159006,LNTLT0159006,861190057244193,8991856050706099404,405856706099404,2405:0203:0522:A4F9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0005810,LNTLT0005810,869810055252391,8991856050706039097,405856706039097,2405:0203:0522:E83C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0042119,LNTLT0042119,860953065508599,8991856040706526714,405856707071723,2405:0203:052D:ABCE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0026119,LNTLT0026119,868886064579819,8991856050706144835,405856706144835,2405:0203:0522:B4BE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0084026,LNTLT0084026,865681062921755,8991856040706395883,405856706940892,2405:0203:0529:2F54:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0107127,LNTLT0107127,861190054404329,8991856050706296673,405856706296673,2405:0203:0521:B4BE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0191743,LNTLT0191743,865575064675353,8991856040706284800,405856706829809,2405:0203:052B:4D62:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0206763,LNTLT0206763,860953066042556,8991856040706523125,405856707068134,2405:0203:052D:5EFD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0237774,LNTLT0237774,868886064732616,8991856050706521590,405856706516590,2405:0203:0527:05CC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0243362,LNTLT0243362,865681066571580,8991856040706238545,405856706783555,2405:0203:0529:A106:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0243536,LNTLT0243536,861557061112873,8991856040706129883,405856706674905,2405:0203:052A:3975:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0244032,LNTLT0244032,865575062682864,8991856040706863898,405856707408901,2405:0203:0530:CB6B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0281977,LNTLT0281977,861089058973943,8991856050706085427,405856706085427,2405:0203:0521:1973:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0283814,LNTLT0283814,869810059203663,8991856040706418865,405856706963874,2405:0203:0529:27BD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0364923,LNTLT0364923,869810051061564,8991856050706405455,405856706405455,2405:0203:0524:7BF2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0380046,LNTLT0380046,869810051488429,8991856050706301348,405856706301348,2405:0203:0523:A4A9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0594229,LNTLT0594229,865575064570919,8991856050706492251,405856706487251,2405:0203:0524:FF46:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0753595,LNTLT0753595,865575064812824,8991856050706441283,405856706436283,2405:0203:0525:174B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0788148,LNTLT0788148,861557061182777,8991856040706698970,405856707243978,2405:0203:052C:04F0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0825109,LNTLT0825109,861557061294978,8991856040706600205,405856707145214,2405:0203:052D:ED0D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0956048,LNTLT0956048,861089058974818,8991856050706283486,405856706283486,2405:0203:0521:1A1A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0969106,LNTLT0969106,860953064438210,8991856040706557685,405856707102694,2405:0203:052E:554A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0753079,LNTLT0753079,861557061311228,8991856040706641211,405856707186211,2405:0203:052B:DD33:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0753298,LNTLT0753298,861557061112766,8991856040706508085,405856707053094,2405:0203:052D:C24D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-10-28,NOT MAP IN HES,NBPDCL,LT0159789,LNTLT0159789,861190057392018,8991856050706081419,405856706081419,2405:0203:0522:1DC2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-21,NOT MAP IN HES,NBPDCL,LT0927137,LNTLT0927137,868886067303951,8991856040706449035,405856706994044,2405:0203:052F:7FA0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0174824,LNTLT0174824,861190056064915,8991856050706410639,405856706410639,2405:0203:0524:C025:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-10,NOT MAP IN HES,NBPDCL,LT0788532,LNTLT0788532,865575064539054,8991856050706474384,405856706469384,2405:0203:0525:92A2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0244205,LNTLT0244205,869810055438669,8991856050706331702,405856706331702,2405:0203:0523:595A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-09-30,NOT MAP IN HES,NBPDCL,LT0102514,LNTLT0102514,861190054347080,8991856050706233897,405856706233897,2405:0203:0521:D9F3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,Refurbished,2023-10-09,NOT MAP IN HES,NBPDCL,LT0128965,LNTLT0128965,861190054338626,8991856050706058112,405856706058112,2405:0203:0521:DCA8:0000:0000:0000:0010,,,,,
