S.r,Meter No.,IME,Phase,WAREHOUSE_STATUS,FINAL SIM,WAREHOUSE_UTILITY,IMSI,IP,Make
721,LT1057218,868886068903403,1 Phase,S2S repaired,8991856040706639001,NBPDCL,405856707184001,2405:0203:0531:7276:0000:0000:0000:0010,L&T
722,LT0909524,860953064367856,1 Phase,S2S repaired,8991856040707037372,NBPDCL,405856707582367,2405:0203:052E:F2B4:0000:0000:0000:0010,L&T
723,LT0375639,869810058493091,1 Phase,S2S repaired,8991856040706120947,NBPDCL,405856706665969,2405:0203:0525:F2DE:0000:0000:0000:0010,L&T
724,LT1047889,868886068959074,1 Phase,S2S repaired,8991856040706474513,NBPDCL,405856707019522,2405:0203:0531:4C19:0000:0000:0000:0010,L&T
725,LT0937660,868886065558283,1 Phase,S2S repaired,8991856040706712702,NBPDCL,405856707257710,2405:0203:052F:687B:0000:0000:0000:0010,L&T
726,LT0822709,860953065483421,1 Phase,S2S repaired,8991856040706671312,NBPDCL,405856707216312,2405:0203:052D:799E:0000:0000:0000:0010,L&T
727,LT0539749,865681062300067,1 Phase,S2S repaired,8991856040706403873,NBPDCL,405856706948882,2405:0203:0528:AF38:0000:0000:0000:0010,L&T
728,LT1002522,865575062794180,1 Phase,S2S repaired,8991856040706813328,NBPDCL,405856707358331,2405:0203:0530:4A5F:0000:0000:0000:0010,L&T
729,LT0821993,860953065938085,1 Phase,S2S repaired,8991856040706670837,NBPDCL,405856707215837,2405:0203:052D:76D2:0000:0000:0000:0010,L&T
730,LT0434950,865681061681269,1 Phase,S2S repaired,8991856040706312627,NBPDCL,405856706857636,2405:0203:0526:9DA0:0000:0000:0000:0010,L&T
731,LT0434319,865681060077188,1 Phase,S2S repaired,8991856040706311153,NBPDCL,405856706856162,2405:0203:0526:AECA:0000:0000:0000:0010,L&T
732,LT0282403,869810058729718,1 Phase,S2S repaired,8991856050706430698,NBPDCL,405856706425698,2405:0203:0524:8EAD:0000:0000:0000:0010,L&T
733,LT0282327,869810059058729,1 Phase,S2S repaired,8991856050706398455,NBPDCL,405856706398455,2405:0203:0524:8E61:0000:0000:0000:0010,L&T
734,LT0434669,865681061642725,1 Phase,S2S repaired,8991856040706312394,NBPDCL,405856706857403,2405:0203:0526:9C87:0000:0000:0000:0010,L&T
735,LT0823335,860953065946146,1 Phase,S2S repaired,8991856040706489002,NBPDCL,405856707034011,2405:0203:052D:7C10:0000:0000:0000:0010,L&T
736,LT0539711,865681062193744,1 Phase,S2S repaired,8991856040706403834,NBPDCL,405856706948843,2405:0203:0528:AF12:0000:0000:0000:0010,L&T
737,LT1004370,868886068374779,1 Phase,S2S repaired,8991856040706814946,NBPDCL,405856707359949,2405:0203:0530:5197:0000:0000:0000:0010,L&T
738,LT0432980,865681062371100,1 Phase,S2S repaired,8991856050706501310,NBPDCL,405856706496310,2405:0203:0526:A98F:0000:0000:0000:0010,L&T
739,LT0537946,865681062079612,1 Phase,S2S repaired,8991856040706401364,NBPDCL,405856706946373,2405:0203:0528:A82D:0000:0000:0000:0010,L&T
740,LT1003132,868886068376006,1 Phase,S2S repaired,8991856040706878142,NBPDCL,405856707423147,2405:0203:0530:4CC1:0000:0000:0000:0010,L&T
741,LT0695773,865681069922426,1 Phase,S2S repaired,8991856040706407085,NBPDCL,405856706952094,2405:0203:052B:75CA:0000:0000:0000:0010,L&T
742,LT0232605,869810055536322,1 Phase,S2S repaired,8991856050706331964,SBPDCL,405856706331964,2405:0203:0523:64EE:0000:0000:0000:0010,L&T
743,LT0698680,860953069149994,1 Phase,S2S repaired,8991856040706566155,SBPDCL,405856707111164,2405:0203:052B:895A:0000:0000:0000:0010,L&T
744,LT0672290,861996077226519,1 Phase,S2S repaired,8991856040706268085,SBPDCL,405856706813105,2405:0203:052B:1A12:0000:0000:0000:0010,L&T
745,LT0852488,868886064886891,1 Phase,S2S repaired,8991856040706602395,SBPDCL,405856707147404,2405:0203:052D:EDF0:0000:0000:0000:0010,L&T
746,LT0043961,861089054488839,1 Phase,S2S repaired,8991856050706090415,SBPDCL,405856706090415,2405:0203:0520:A3C8:0000:0000:0000:0010,L&T
747,LT0984757,861996078350409,1 Phase,S2S repaired,8991856040706863032,SBPDCL,405856707408035,2405:0203:0530:D11E:0000:0000:0000:0010,L&T
748,LT0037083,861089054443420,1 Phase,S2S repaired,8991856050706202493,SBPDCL,405856706202493,2405:0203:0520:9A00:0000:0000:0000:0010,L&T
749,LT0408942,869810058661549,1 Phase,S2S repaired,8991856050706531751,SBPDCL,405856706526751,2405:0203:0526:6927:0000:0000:0000:0010,L&T
750,LT0310847,869810058548159,1 Phase,S2S repaired,8991856050706489183,SBPDCL,405856706484183,2405:0203:0524:7DDB:0000:0000:0000:0010,L&T
751,LT0572675,865681067193608,1 Phase,S2S repaired,8991856040706039602,SBPDCL,405856706584624,2405:0203:0529:8B3D:0000:0000:0000:0010,L&T
752,LT0299860,861996078367312,1 Phase,S2S repaired,8991856050706382701,SBPDCL,405856706382701,2405:0203:0524:7FDC:0000:0000:0000:0010,L&T
753,LT0351530,869810055524575,1 Phase,S2S repaired,8991856050706375314,SBPDCL,405856706375314,2405:0203:0525:0D52:0000:0000:0000:0010,L&T
754,LT0300212,869810056001219,1 Phase,S2S repaired,8991856050706463862,SBPDCL,405856706458862,2405:0203:0524:813C:0000:0000:0000:0010,L&T
755,LT0079046,861089058979809,1 Phase,S2S repaired,8991856050706174588,SBPDCL,405856706174588,2405:0203:0521:1DBC:0000:0000:0000:0010,L&T
756,LT1052526,868886068925372,1 Phase,S2S repaired,8991856040706637053,SBPDCL,405856707182053,2405:0203:0531:5848:0000:0000:0000:0010,L&T
757,LT0423913,869810058929557,1 Phase,S2S repaired,8991856050706520284,SBPDCL,405856706515284,2405:0203:0527:01C7:0000:0000:0000:0010,L&T
758,LT0891304,861996077248836,1 Phase,S2S repaired,8991856040706443097,SBPDCL,405856706988106,2405:0203:052E:8591:0000:0000:0000:0010,L&T
759,LT0010704,866545057914183,1 Phase,S2S repaired,8991856050706029813,SBPDCL,405856706029813,2405:0203:0520:22C8:0000:0000:0000:0010,L&T
760,LT0535843,865681062878591,1 Phase,S2S repaired,8991856040706165901,SBPDCL,405856706710922,2405:0203:0528:EE7C:0000:0000:0000:0010,L&T
761,LT0665249,865681069288745,1 Phase,S2S repaired,8991856040706073602,SBPDCL,405856706618624,2405:0203:052A:FE91:0000:0000:0000:0010,L&T
762,LT0924293,868886067521297,1 Phase,S2S repaired,8991856040706854182,SBPDCL,405856707399185,2405:0203:052F:3A26:0000:0000:0000:0010,L&T
763,LT0300347,869810056157821,1 Phase,S2S repaired,8991856050706463814,SBPDCL,405856706458814,2405:0203:0524:81C3:0000:0000:0000:0010,L&T
764,LT0670412,865681069763051,1 Phase,S2S repaired,8991856040706266084,SBPDCL,405856706811104,2405:0203:052B:12BC:0000:0000:0000:0010,L&T
765,LT0497619,865681061830452,1 Phase,S2S repaired,8991856050706539304,SBPDCL,405856706534304,2405:0203:0528:16AE:0000:0000:0000:0010,L&T
766,LT0047191,861089054413746,1 Phase,S2S repaired,8991856050706092412,SBPDCL,405856706092412,2405:0203:0520:B066:0000:0000:0000:0010,L&T
767,LT0942577,868886067267248,1 Phase,S2S repaired,8991856040706786007,SBPDCL,405856707331010,2405:0203:052F:7BB0:0000:0000:0000:0010,L&T
768,LT0879150,868886064800884,1 Phase,S2S repaired,8991856040706556297,SBPDCL,405856707101306,2405:0203:052E:5616:0000:0000:0000:0010,L&T
769,LT0015660,861089052059897,1 Phase,S2S repaired,8991856050706047928,SBPDCL,405856706047928,2405:0203:0520:55F0:0000:0000:0000:0010,L&T
770,LT1039418,868886068675373,1 Phase,S2S repaired,8991856040706881893,SBPDCL,405856707426898,2405:0203:0531:2B02:0000:0000:0000:0010,L&T
771,LT0466536,861996077260666,1 Phase,S2S repaired,8991856040706243893,SBPDCL,405856706788903,2405:0203:0527:FF68:0000:0000:0000:0010,L&T
772,LT0981474,861996078343677,1 Phase,S2S repaired,8991856040707100048,SBPDCL,405856707645043,2405:0203:0530:C44B:0000:0000:0000:0010,L&T
773,LT0960850,865575062603720,1 Phase,S2S repaired,8991856040706839830,SBPDCL,405856707384833,2405:0203:052F:E279:0000:0000:0000:0010,L&T
774,LT0120382,861190054384240,1 Phase,S2S repaired,8991856050706295024,SBPDCL,405856706295024,2405:0203:0521:E2D2:0000:0000:0000:0010,L&T
775,LT0462038,865681061259405,1 Phase,S2S repaired,8991856040706226227,SBPDCL,405856706771236,2405:0203:0527:EDD6:0000:0000:0000:0010,L&T
776,LT0849648,860953066164731,1 Phase,S2S repaired,8991856040706600801,SBPDCL,405856707145810,2405:0203:052D:E2D8:0000:0000:0000:0010,L&T
777,LT0322792,869810056186564,1 Phase,S2S repaired,8991856050706474388,SBPDCL,405856706469388,2405:0203:0525:92CA:0000:0000:0000:0010,L&T
778,LT0011580,866545057238369,1 Phase,S2S repaired,8991856050706045924,SBPDCL,405856706045924,2405:0203:0520:2634:0000:0000:0000:0010,L&T
779,LT0313588,861996077252754,1 Phase,S2S repaired,8991856050706487742,SBPDCL,405856706482742,2405:0203:0524:EEA5:0000:0000:0000:0010,L&T
780,LT0012696,861089052103042,1 Phase,S2S repaired,8991856050706045040,SBPDCL,405856706045040,2405:0203:0520:2A90:0000:0000:0000:0010,L&T
781,LT1036484,865575062795880,1 Phase,S2S repaired,8991856040706941576,SBPDCL,405856707486571,2405:0203:0531:1F8C:0000:0000:0000:0010,L&T
782,LT0974952,868886067568330,1 Phase,S2S repaired,8991856040707103078,SBPDCL,405856707648073,2405:0203:0530:198F:0000:0000:0000:0010,L&T
783,LT0720268,865681069046077,1 Phase,S2S repaired,8991856040706579406,SBPDCL,405856707124415,2405:0203:052C:F509:0000:0000:0000:0010,L&T
784,LT0502761,865681061809605,1 Phase,S2S repaired,8991856040706424530,SBPDCL,405856706969539,2405:0203:0527:9749:0000:0000:0000:0010,L&T
785,LT0407707,865681061723699,1 Phase,S2S repaired,8991856050706549887,SBPDCL,405856706544887,2405:0203:0526:6454:0000:0000:0000:0010,L&T
786,LT0495866,865681061015260,1 Phase,S2S repaired,8991856050706535408,NBPDCL,405856706530408,2405:0203:0528:0FD5:0000:0000:0000:0010,L&T
787,LT0363692,869810056115522,1 Phase,S2S repaired,8991856050706404528,NBPDCL,405856706404528,2405:0203:0525:C433:0000:0000:0000:0010,L&T
788,LT0189775,869810051526772,1 Phase,S2S repaired,8991856050706347537,NBPDCL,405856706347537,2405:0203:0523:80A2:0000:0000:0000:0010,L&T
789,LT0365861,869810058650799,1 Phase,S2S repaired,8991856050706494250,NBPDCL,405856706489250,2405:0203:0525:CCAC:0000:0000:0000:0010,L&T
790,LT0597260,869810051026807,1 Phase,S2S repaired,8991856040706335923,NBPDCL,405856706880932,2405:0203:0528:D84A:0000:0000:0000:0010,L&T
791,LT0662967,861996078366405,1 Phase,S2S repaired,8991856040706072403,NBPDCL,405856706617425,2405:0203:052A:F5A7:0000:0000:0000:0010,L&T
792,LT0365074,869810056051800,1 Phase,S2S repaired,8991856050706403172,NBPDCL,405856706403172,2405:0203:0525:C999:0000:0000:0000:0010,L&T
793,LT0001903,866545055724709,1 Phase,S2S repaired,8991856050706004532,NBPDCL,405856706004532,2405:0203:0500:1216:0000:0000:0000:0010,L&T
794,LT0001806,866545055745233,1 Phase,S2S repaired,8991856050706003463,NBPDCL,405856706003463,2405:0203:0500:11D1:0000:0000:0000:0010,L&T
795,LT0001820,866545055709965,1 Phase,S2S repaired,8991856050706004856,NBPDCL,405856706004856,2405:0203:0500:135A:0000:0000:0000:0010,L&T
796,LT0153408,861190056052241,1 Phase,S2S repaired,8991856050706312020,NBPDCL,405856706312020,2405:0203:0522:6DA5:0000:0000:0000:0010,L&T
797,LT0031012,861089054349825,1 Phase,S2S repaired,8991856050706165774,NBPDCL,405856706165774,2405:0203:0520:8249:0000:0000:0000:0010,L&T
798,LT0306952,869810058832520,1 Phase,S2S repaired,8991856050706486458,SBPDCL,405856706481458,2405:0203:0524:92C6:0000:0000:0000:0010,L&T
799,LT0502914,861996077251327,1 Phase,S2S repaired,8991856040706421473,SBPDCL,405856706966482,2405:0203:0527:97E2:0000:0000:0000:0010,L&T
800,LT0527607,861996078321178,1 Phase,S2S repaired,8991856040706055370,SBPDCL,405856706600392,2405:0203:0528:9E92:0000:0000:0000:0010,L&T
801,LT0893205,861996078323901,1 Phase,S2S repaired,8991856040706461329,SBPDCL,405856707006338,2405:0203:052E:8CFE:0000:0000:0000:0010,L&T
802,LT0588379,861996078348585,1 Phase,S2S repaired,8991856040706110930,SBPDCL,405856706655952,2405:0203:0529:4B23:0000:0000:0000:0010,L&T
803,LT0984135,861996078347041,1 Phase,S2S repaired,8991856040706469394,SBPDCL,405856707014403,2405:0203:0530:CEB0:0000:0000:0000:0010,L&T
804,LT0528536,861996078343792,1 Phase,S2S repaired,8991856040706056601,SBPDCL,405856706601623,2405:0203:0528:A233:0000:0000:0000:0010,L&T
805,LT0222550,861996078323737,1 Phase,S2S repaired,8991856050706344277,SBPDCL,405856706344277,2405:0203:0523:3DA7:0000:0000:0000:0010,L&T
806,LT0535304,865681062883195,1 Phase,S2S repaired,8991856040706167912,SBPDCL,405856706712933,2405:0203:0528:EC61:0000:0000:0000:0010,L&T
807,LT0581864,861996078317812,1 Phase,S2S repaired,8991856040706366313,SBPDCL,405856706911322,2405:0203:0529:AF22:0000:0000:0000:0010,L&T
808,LT0894298,860953065039009,1 Phase,S2S repaired,8991856040706522305,SBPDCL,405856707067314,2405:0203:052E:9143:0000:0000:0000:0010,L&T
809,LT0989957,868886067368418,1 Phase,S2S repaired,8991856040706548177,SBPDCL,405856707093186,2405:0203:0530:2CEB:0000:0000:0000:0010,L&T
810,LT0905401,861996077248653,1 Phase,S2S repaired,8991856040707064367,SBPDCL,405856707609362,2405:0203:052E:E299:0000:0000:0000:0010,L&T
811,LT0953926,868886067587926,1 Phase,S2S repaired,8991856040706496082,SBPDCL,405856707041091,2405:0203:052F:C76D:0000:0000:0000:0010,L&T
812,LT0871871,868886064721197,1 Phase,S2S repaired,8991856040706514372,SBPDCL,405856707059381,2405:0203:052E:39A7:0000:0000:0000:0010,L&T
813,LT0393636,869810058574023,1 Phase,S2S repaired,8991856040706260960,SBPDCL,405856706805969,2405:0203:0526:25A3:0000:0000:0000:0010,L&T
814,LT0562254,865681060007631,1 Phase,S2S repaired,8991856040706396550,SBPDCL,405856706941559,2405:0203:0529:339A:0000:0000:0000:0010,L&T
815,LT0944648,868886067408586,1 Phase,S2S repaired,8991856040706491999,SBPDCL,405856707037008,2405:0203:052F:83C7:0000:0000:0000:0010,L&T
816,LT0486444,861996078339022,1 Phase,S2S repaired,8991856040706063795,SBPDCL,405856706608817,2405:0203:0528:7F5D:0000:0000:0000:0010,L&T
817,LT0080635,861089058897696,1 Phase,S2S repaired,8991856050706089672,SBPDCL,405856706089672,2405:0203:0521:23F1:0000:0000:0000:0010,L&T
818,LT0816911,860953065502246,1 Phase,S2S repaired,8991856040706522604,SBPDCL,405856707067613,2405:0203:052D:62F8:0000:0000:0000:0010,L&T
819,LT0770599,860953068819118,1 Phase,S2S repaired,8991856040706438497,SBPDCL,405856706983506,2405:0203:052C:7B39:0000:0000:0000:0010,L&T
820,LT0446830,865681062442182,1 Phase,S2S repaired,8991856040706299288,SBPDCL,405856706844297,2405:0203:0527:2069:0000:0000:0000:0010,L&T
821,LT0942020,868886065556634,1 Phase,S2S repaired,8991856040706787260,SBPDCL,405856707332263,2405:0203:052F:7983:0000:0000:0000:0010,L&T
822,LT0048163,861089054396933,1 Phase,S2S repaired,8991856050706090576,SBPDCL,405856706090576,2405:0203:0520:B432:0000:0000:0000:0010,L&T
823,LT0291057,861996077256979,1 Phase,S2S repaired,8991856050706411173,SBPDCL,405856706411173,2405:0203:0525:29DE:0000:0000:0000:0010,L&T
824,LT0527440,865681062889564,1 Phase,S2S repaired,8991856040706059169,SBPDCL,405856706604191,2405:0203:0528:9DEB:0000:0000:0000:0010,L&T
825,LT0019453,861089052140358,1 Phase,S2S repaired,8991856050706205055,SBPDCL,405856706205055,2405:0203:0520:64C1:0000:0000:0000:0010,L&T
826,LT0078629,861089058978918,1 Phase,S2S repaired,8991856050706174856,SBPDCL,405856706174856,2405:0203:0521:1C1B:0000:0000:0000:0010,L&T
827,LT0988870,868886067698764,1 Phase,S2S repaired,8991856040706466437,SBPDCL,405856707011446,2405:0203:0530:28AC:0000:0000:0000:0010,L&T
828,LT1033072,868886068673063,1 Phase,S2S repaired,8991856040706940207,SBPDCL,405856707485202,2405:0203:0531:1238:0000:0000:0000:0010,L&T
829,LT0951500,868886067458029,1 Phase,S2S repaired,8991856040706491078,SBPDCL,405856707036087,2405:0203:052F:BDF3:0000:0000:0000:0010,L&T
830,LT1050904,868886068975070,1 Phase,S2S repaired,8991856040706543357,SBPDCL,405856707088366,2405:0203:0531:51F2:0000:0000:0000:0010,L&T
831,LT0459731,865681060956811,1 Phase,S2S repaired,8991856040706228381,SBPDCL,405856706773391,2405:0203:0527:7A12:0000:0000:0000:0010,L&T
832,LT0501175,865681061269693,1 Phase,S2S repaired,8991856040706201374,SBPDCL,405856706746383,2405:0203:0528:2492:0000:0000:0000:0010,L&T
833,LT0924076,861996077248026,1 Phase,S2S repaired,8991856040706852653,SBPDCL,405856707397656,2405:0203:052F:394D:0000:0000:0000:0010,L&T
834,LT0718921,860953069407160,1 Phase,S2S repaired,8991856040706724097,SBPDCL,405856707269100,2405:0203:052C:EFC6:0000:0000:0000:0010,L&T
835,LT0280744,869810058730575,1 Phase,S2S repaired,8991856050706397077,SBPDCL,405856706397077,2405:0203:0524:8832:0000:0000:0000:0010,L&T
836,LT0336216,869810056064845,1 Phase,S2S repaired,8991856050706495068,SBPDCL,405856706490068,2405:0203:0525:791A:0000:0000:0000:0010,L&T
837,LT0240095,869810055887998,1 Phase,S2S repaired,8991856050706350389,SBPDCL,405856706350389,2405:0203:0523:DB6B:0000:0000:0000:0010,L&T
838,LT0620557,860953060419974,1 Phase,S2S repaired,8991856040706181012,SBPDCL,405856706726021,2405:0203:052A:3298:0000:0000:0000:0010,L&T
839,LT0762667,861996077246608,1 Phase,S2S repaired,8991856040706659131,NBPDCL,405856707204131,2405:0203:052C:5C3D:0000:0000:0000:0010,L&T
840,LT0275908,861996077255112,1 Phase,S2S repaired,8991856050706430546,NBPDCL,405856706425546,2405:0203:0524:466C:0000:0000:0000:0010,L&T
841,LT0403352,861996078347686,1 Phase,S2S repaired,8991856040706223792,NBPDCL,405856706768801,2405:0203:0526:B577:0000:0000:0000:0010,L&T
842,LT0401884,865681061678539,1 Phase,S2S repaired,8991856050706533805,NBPDCL,405856706528805,2405:0203:0526:AFBB:0000:0000:0000:0010,L&T
843,LT0403879,865681062387049,1 Phase,S2S repaired,8991856050706530493,NBPDCL,405856706525493,2405:0203:0526:B786:0000:0000:0000:0010,L&T
844,LT0237761,869810055282448,1 Phase,S2S repaired,8991856050706351662,NBPDCL,405856706351662,2405:0203:0523:D24D:0000:0000:0000:0010,L&T
845,LT0105923,861190052705784,1 Phase,S2S repaired,8991856050706226393,NBPDCL,405856706226393,2405:0203:0521:CE79:0000:0000:0000:0010,L&T
846,LT0375547,865681060171726,1 Phase,S2S repaired,8991856040706124449,NBPDCL,405856706669471,2405:0203:0525:F282:0000:0000:0000:0010,L&T
847,LT0576820,865681062825014,1 Phase,S2S repaired,8991856040706239798,NBPDCL,405856706784808,2405:0203:0529:9B6E:0000:0000:0000:0010,L&T
848,LT1010685,861996077249107,1 Phase,S2S repaired,8991856040706845434,NBPDCL,405856707390437,2405:0203:0530:6A42:0000:0000:0000:0010,L&T
849,LT1015275,868886068403479,1 Phase,S2S repaired,8991856040707115593,NBPDCL,405856707660588,2405:0203:0530:7C30:0000:0000:0000:0010,L&T
850,LT0903215,860953064634107,1 Phase,S2S repaired,8991856040707062957,NBPDCL,405856707607952,2405:0203:052E:DA0F:0000:0000:0000:0010,L&T
851,LT0902708,860953064753709,1 Phase,S2S repaired,8991856040706779737,NBPDCL,405856707324740,2405:0203:052E:D814:0000:0000:0000:0010,L&T
852,LT0900163,860953064489510,1 Phase,S2S repaired,8991856040706779428,NBPDCL,405856707324431,2405:0203:052E:CE23:0000:0000:0000:0010,L&T
853,LT0937824,868886065490198,1 Phase,S2S repaired,8991856040706713625,NBPDCL,405856707258633,2405:0203:052F:691F:0000:0000:0000:0010,L&T
854,LT0903214,860953064859795,1 Phase,S2S repaired,8991856040707062956,NBPDCL,405856707607951,2405:0203:052E:DA0E:0000:0000:0000:0010,L&T
855,LT0237819,861996078272751,1 Phase,S2S repaired,8991856050706324732,NBPDCL,405856706324732,2405:0203:0523:D287:0000:0000:0000:0010,L&T
856,LT0577215,861996078320907,1 Phase,S2S repaired,8991856040706394443,NBPDCL,405856706939452,2405:0203:0529:9CF9:0000:0000:0000:0010,L&T
857,LT0375281,869810058368798,1 Phase,S2S repaired,8991856040706124875,NBPDCL,405856706669897,2405:0203:0525:F178:0000:0000:0000:0010,L&T
858,LT0233796,869810056108303,1 Phase,S2S repaired,8991856050706321357,NBPDCL,405856706321357,2405:0203:0523:C2D0:0000:0000:0000:0010,L&T
859,LT0033235,861089054429023,1 Phase,S2S repaired,8991856050706167978,NBPDCL,405856706167978,2405:0203:0520:8AF8:0000:0000:0000:0010,L&T
860,LT0402552,865681061761178,1 Phase,S2S repaired,8991856050706533911,NBPDCL,405856706528911,2405:0203:0526:B257:0000:0000:0000:0010,L&T
861,LT0577074,865681062752440,1 Phase,S2S repaired,8991856040706239625,NBPDCL,405856706784635,2405:0203:0529:9C6C:0000:0000:0000:0010,L&T
862,LT0402563,861996078351514,1 Phase,S2S repaired,8991856050706533991,NBPDCL,405856706528991,2405:0203:0526:B262:0000:0000:0000:0010,L&T
863,LT0575596,861996077262951,1 Phase,S2S repaired,8991856040706117504,NBPDCL,405856706662526,2405:0203:0529:96A6:0000:0000:0000:0010,L&T
864,LT0735751,860953069020005,1 Phase,S2S repaired,8991856040706434020,NBPDCL,405856706979029,2405:0203:052B:F319:0000:0000:0000:0010,L&T
865,LT0693837,860953069518040,1 Phase,S2S repaired,8991856040706049921,NBPDCL,405856706594943,2405:0203:052B:6E3A:0000:0000:0000:0010,L&T
866,LT0546404,861996078317051,1 Phase,S2S repaired,8991856040706362954,NBPDCL,405856706907963,2405:0203:0529:041C:0000:0000:0000:0010,L&T
867,LT0042053,861089054343406,1 Phase,S2S repaired,8991856050706203470,NBPDCL,405856706203470,2405:0203:0520:3F7D:0000:0000:0000:0010,L&T
868,LT0007825,866545057827963,1 Phase,S2S repaired,8991856050706027983,NBPDCL,405856706027983,2405:0203:0520:1789:0000:0000:0000:0010,L&T
869,LT0267570,869810055538906,1 Phase,S2S repaired,8991856050706434359,NBPDCL,405856706429359,2405:0203:0525:A4F7:0000:0000:0000:0010,L&T
870,LT0830482,861996077250915,1 Phase,S2S repaired,8991856040706538534,NBPDCL,405856707083543,2405:0203:052D:97FB:0000:0000:0000:0010,L&T
871,LT1011457,861996077247853,1 Phase,S2S repaired,8991856040706740081,NBPDCL,405856707285084,2405:0203:0530:6D46:0000:0000:0000:0010,L&T
872,LT0898893,861996078320295,1 Phase,S2S repaired,8991856040706778186,NBPDCL,405856707323189,2405:0203:052E:C92D:0000:0000:0000:0010,L&T
873,LT1010783,868886068390965,1 Phase,S2S repaired,8991856040706845279,NBPDCL,405856707390282,2405:0203:0530:6AA4:0000:0000:0000:0010,L&T
874,LT0902233,860953064660912,1 Phase,S2S repaired,8991856040706777357,NBPDCL,405856707322360,2405:0203:052E:D639:0000:0000:0000:0010,L&T
875,LT0695116,865681069236108,1 Phase,S2S repaired,8991856040706405901,NBPDCL,405856706950910,2405:0203:052B:7339:0000:0000:0000:0010,L&T
876,LT0899818,860953064356818,1 Phase,S2S repaired,8991856040706776559,NBPDCL,405856707321562,2405:0203:052E:CCCA:0000:0000:0000:0010,L&T
877,LT0829523,860953065423062,1 Phase,S2S repaired,8991856040706539091,NBPDCL,405856707084100,2405:0203:052D:943C:0000:0000:0000:0010,L&T
878,LT0358380,869810055915690,1 Phase,S2S repaired,8991856050706403744,NBPDCL,405856706403744,2405:0203:0524:B5EC:0000:0000:0000:0010,L&T
879,LT0005039,866545056910851,1 Phase,S2S repaired,8991856050706013425,NBPDCL,405856706013425,2405:0203:0520:0CA7:0000:0000:0000:0010,L&T
880,LT0005246,866545056908103,1 Phase,S2S repaired,8991856050706011194,NBPDCL,405856706011194,2405:0203:0520:0D76:0000:0000:0000:0010,L&T
881,LT0357962,869810055823233,1 Phase,S2S repaired,8991856050706492820,NBPDCL,405856706487820,2405:0203:0524:B44A:0000:0000:0000:0010,L&T
882,LT0089112,861089058880908,1 Phase,S2S repaired,8991856050706248851,NBPDCL,405856706248851,2405:0203:0521:450E:0000:0000:0000:0010,L&T
883,LT0737221,861996078323307,1 Phase,S2S repaired,8991856040706451274,NBPDCL,405856706996283,2405:0203:052B:F8D7:0000:0000:0000:0010,L&T
884,LT0088529,861089059014226,1 Phase,S2S repaired,8991856050706089087,NBPDCL,405856706089087,2405:0203:0521:42C7:0000:0000:0000:0010,L&T
885,LT0007976,866545057305952,1 Phase,S2S repaired,8991856050706027670,NBPDCL,405856706027670,2405:0203:0520:1820:0000:0000:0000:0010,L&T
886,LT0577706,861996077245329,1 Phase,S2S repaired,8991856040706113250,NBPDCL,405856706658272,2405:0203:0529:9EE4:0000:0000:0000:0010,L&T
887,LT0774477,865681069258250,1 Phase,S2S repaired,8991856040706633227,NBPDCL,405856707178227,2405:0203:052C:8A5F:0000:0000:0000:0010,L&T
888,LT0013867,861089052151546,1 Phase,S2S repaired,8991856050706004403,NBPDCL,405856706004403,2405:0203:0520:2F23:0000:0000:0000:0010,L&T
889,LT0774783,865681069029586,1 Phase,S2S repaired,8991856040706645108,NBPDCL,405856707190108,2405:0203:052C:8B91:0000:0000:0000:0010,L&T
890,LT0931746,868886065294848,1 Phase,S2S repaired,8991856040706824825,NBPDCL,405856707369828,2405:0203:052F:5161:0000:0000:0000:0010,L&T
891,LT0087855,861089058925612,1 Phase,S2S repaired,8991856050706089363,NBPDCL,405856706089363,2405:0203:0521:4025:0000:0000:0000:0010,L&T
892,LT0542526,861996077242763,1 Phase,S2S repaired,8991856040706343177,NBPDCL,405856706888197,2405:0203:0528:F4F6:0000:0000:0000:0010,L&T
893,LT0063364,861089058048092,1 Phase,S2S repaired,8991856050706190101,NBPDCL,405856706190101,2405:0203:0520:EF93:0000:0000:0000:0010,L&T
894,LT0275850,869810059263568,1 Phase,S2S repaired,8991856050706395534,NBPDCL,405856706395534,2405:0203:0524:4632:0000:0000:0000:0010,L&T
895,LT0899101,860953064987240,1 Phase,S2S repaired,8991856040706778379,NBPDCL,405856707323382,2405:0203:052E:C9FD:0000:0000:0000:0010,L&T
896,LT0902628,860953065071846,1 Phase,S2S repaired,8991856040706779912,NBPDCL,405856707324915,2405:0203:052E:D7C4:0000:0000:0000:0010,L&T
897,LT1015489,861996078318752,1 Phase,S2S repaired,8991856040707115902,NBPDCL,405856707660897,2405:0203:0530:7D06:0000:0000:0000:0010,L&T
898,LT0272225,861996077250782,1 Phase,S2S repaired,8991856050706448202,NBPDCL,405856706443202,2405:0203:0524:3809:0000:0000:0000:0010,L&T
899,LT0135974,861190056994913,1 Phase,S2S repaired,8991856050706118601,NBPDCL,405856706118601,2405:0203:0522:298B:0000:0000:0000:0010,L&T
900,LT0357289,869810058873847,1 Phase,S2S repaired,8991856050706490782,NBPDCL,405856706485782,2405:0203:0524:B1A9:0000:0000:0000:0010,L&T
