S.R,METER NO.,IME,PHASE,WAREHOUSE_STATUS,FINAL SIM,WAREHOUSE_UTILITY,IMSI,IP,MAKE,MFG_SERIAL_NUM,METER_MATCH_UDC_ID,METER_MATCH_IP,INSTALLATIONNUMBER,METER_MATCH_STATUS,METER_MATCH_UTILITY,IMSI_MATCHED_METER_NO,IMSI_MATCHED_IP,IMSI_MATCHED_STATUS,IMSI_MATCHED_UTILITY,IP_MATCHED_METER_NO,IP_MATCH_UDC_ID,IP_MATCHED_IP,IP_MATCHED_STATUS,IP_MATCHED_UTILITY,SIM SET CHECK STATUS,METER_SIM,METER_ORG,SIM_ORG,METER_IP,SIM SET CHECK STATUS RECHECK,ACTION TAKEN,NEW_METER_NUMBER,Duplicated
46,LT0602476,865681061282092,1 Phase,S2S repaired,8991856040706172017,SBPDCL,405856706717038,2405:0203:0529:EBF4:0000:0000:0000:0010,L&T,LT0602476,405856706717038,2405:0203:0529:EBF4:0000:0000:0000:0010,RFGRF5754,Retired,SBPDCL,LT0602476,2405:0203:0529:EBF4:0000:0000:0000:0010,Retired,SBPDCL,LT0602476,405856706717038,2405:0203:0529:EBF4:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0602476,Unique
47,LT0700463,860953068984607,1 Phase,S2S repaired,8991856040706567918,SBPDCL,405856707112927,2405:0203:052B:9051:0000:0000:0000:0010,L&T,LT0700463,405856707112927,2405:0203:052B:9051:0000:0000:0000:0010,RFGRF5413,Retired,SBPDCL,LT0700463,2405:0203:052B:9051:0000:0000:0000:0010,Retired,SBPDCL,LT0700463,405856707112927,2405:0203:052B:9051:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0700463,Unique
48,LT0602603,865681061397437,1 Phase,S2S repaired,8991856040706139832,SBPDCL,405856706684854,2405:0203:0529:EC73:0000:0000:0000:0010,L&T,LT0602603,405856706684854,2405:0203:0529:EC73:0000:0000:0000:0010,RFGRF4378,Retired,SBPDCL,LT0602603,2405:0203:0529:EC73:0000:0000:0000:0010,Retired,SBPDCL,LT0602603,405856706684854,2405:0203:0529:EC73:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0602603,Unique
49,LT0602544,861996078340780,1 Phase,S2S repaired,8991856040706172173,SBPDCL,405856706717194,2405:0203:0529:EC38:0000:0000:0000:0010,L&T,LT0602544,405856706717194,2405:0203:0529:EC38:0000:0000:0000:0010,RFGRF5443,Retired,SBPDCL,LT0602544,2405:0203:0529:EC38:0000:0000:0000:0010,Retired,SBPDCL,LT0602544,405856706717194,2405:0203:0529:EC38:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0602544,Unique
50,LT0602689,865681060154722,1 Phase,S2S repaired,8991856040706139903,SBPDCL,405856706684925,2405:0203:0529:ECC9:0000:0000:0000:0010,L&T,LT0602689,405856706684925,2405:0203:0529:ECC9:0000:0000:0000:0010,RFGRF9413,Retired,SBPDCL,LT0602689,2405:0203:0529:ECC9:0000:0000:0000:0010,Retired,SBPDCL,LT0602689,405856706684925,2405:0203:0529:ECC9:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0602689,Unique
51,LT0699948,860953068941243,1 Phase,S2S repaired,8991856040706565371,SBPDCL,405856707110380,2405:0203:052B:8E4E:0000:0000:0000:0010,L&T,LT0699948,405856707110380,2405:0203:052B:8E4E:0000:0000:0000:0010,52355487799,Retired,SBPDCL,LT0699948,2405:0203:052B:8E4E:0000:0000:0000:0010,Retired,SBPDCL,LT0699948,405856707110380,2405:0203:052B:8E4E:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0699948,Unique
52,LT0602632,865681062005757,1 Phase,S2S repaired,8991856040706139821,SBPDCL,405856706684843,2405:0203:0529:EC90:0000:0000:0000:0010,L&T,LT0602632,405856706684843,2405:0203:0529:EC90:0000:0000:0000:0010,RFGRF8613,Retired,SBPDCL,LT0602632,2405:0203:0529:EC90:0000:0000:0000:0010,Retired,SBPDCL,LT0602632,405856706684843,2405:0203:0529:EC90:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0602632,Unique
53,LT0602635,861996078361026,1 Phase,S2S repaired,8991856040706139814,SBPDCL,405856706684836,2405:0203:0529:EC93:0000:0000:0000:0010,L&T,LT0602635,405856706684836,2405:0203:0529:EC93:0000:0000:0000:0010,RFGRF4983,Retired,SBPDCL,LT0602635,2405:0203:0529:EC93:0000:0000:0000:0010,Retired,SBPDCL,LT0602635,405856706684836,2405:0203:0529:EC93:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0602635,Unique
54,LT0700147,861996078360911,1 Phase,S2S repaired,8991856040706567289,SBPDCL,405856707112298,2405:0203:052B:8F15:0000:0000:0000:0010,L&T,LT0700147,405856707112298,2405:0203:052B:8F15:0000:0000:0000:0010,RFGRF9982,Retired,SBPDCL,LT0700147,2405:0203:052B:8F15:0000:0000:0000:0010,Retired,SBPDCL,LT0700147,405856707112298,2405:0203:052B:8F15:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0700147,Unique
55,LT0602479,869810058741895,1 Phase,S2S repaired,8991856040706172011,SBPDCL,405856706717032,2405:0203:0529:EBF7:0000:0000:0000:0010,L&T,LT0602479,405856706717032,2405:0203:0529:EBF7:0000:0000:0000:0010,RFGRF9982,Retired,SBPDCL,LT0602479,2405:0203:0529:EBF7:0000:0000:0000:0010,Retired,SBPDCL,LT0602479,405856706717032,2405:0203:0529:EBF7:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0602479,Unique
56,LT0599737,861996078358915,1 Phase,S2S repaired,8991856040706135215,SBPDCL,405856706680237,2405:0203:0529:DA21:0000:0000:0000:0010,L&T,LT0599737,405856706680237,2405:0203:0529:DA21:0000:0000:0000:0010,RFGRF8385,Retired,SBPDCL,LT0599737,2405:0203:0529:DA21:0000:0000:0000:0010,Retired,SBPDCL,LT0599737,405856706680237,2405:0203:0529:DA21:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0599737,Unique
57,LT0600190,865681062629036,1 Phase,S2S repaired,8991856040706171795,SBPDCL,405856706716816,2405:0203:0529:E306:0000:0000:0000:0010,L&T,LT0600190,405856706716816,2405:0203:0529:E306:0000:0000:0000:0010,RFGRF9450,Retired,SBPDCL,LT0600190,2405:0203:0529:E306:0000:0000:0000:0010,Retired,SBPDCL,LT0600190,405856706716816,2405:0203:0529:E306:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0600190,Unique
58,LT0602595,869810059311045,1 Phase,S2S repaired,8991856040706139842,SBPDCL,405856706684864,2405:0203:0529:EC6B:0000:0000:0000:0010,L&T,LT0602595,405856706684864,2405:0203:0529:EC6B:0000:0000:0000:0010,RFGRF9220,Retired,SBPDCL,LT0602595,2405:0203:0529:EC6B:0000:0000:0000:0010,Retired,SBPDCL,LT0602595,405856706684864,2405:0203:0529:EC6B:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0602595,Unique
59,LT0386239,869810058845605,1 Phase,S2S repaired,8991856040706146971,SBPDCL,405856706691993,2405:0203:0526:08BE:0000:0000:0000:0010,L&T,LT0386239,405856706691993,2405:0203:0526:08BE:0000:0000:0000:0010,5001046429,Retired,SBPDCL,LT0386239,2405:0203:0526:08BE:0000:0000:0000:0010,Retired,SBPDCL,LT0386239,405856706691993,2405:0203:0526:08BE:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0386239,Unique
60,LT0801567,860953065888280,1 Phase,S2S repaired,8991856040706734651,SBPDCL,405856707279654,2405:0203:052D:2708:0000:0000:0000:0010,L&T,LT0801567,405856707279654,2405:0203:052D:2708:0000:0000:0000:0010,5002536962,Retired,SBPDCL,LT0801567,2405:0203:052D:2708:0000:0000:0000:0010,Retired,SBPDCL,LT0801567,405856707279654,2405:0203:052D:2708:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0801567,Unique
61,LT0045097,861089054368114,1 Phase,S2S repaired,8991856050706210711,SBPDCL,405856706210711,2405:0203:0520:A838:0000:0000:0000:0010,L&T,LT0045097,405856706210711,2405:0203:0520:A838:0000:0000:0000:0010,5003540028,Retired,SBPDCL,LT0045097,2405:0203:0520:A838:0000:0000:0000:0010,Retired,SBPDCL,LT0045097,405856706210711,2405:0203:0520:A838:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0045097,Unique
62,LT0463880,865681062500575,1 Phase,S2S repaired,8991856040706001036,SBPDCL,405856706546058,2405:0203:0527:F508:0000:0000:0000:0010,L&T,LT0463880,405856706546058,2405:0203:0527:F508:0000:0000:0000:0010,5003749868,Retired,SBPDCL,LT0463880,2405:0203:0527:F508:0000:0000:0000:0010,Retired,SBPDCL,LT0463880,405856706546058,2405:0203:0527:F508:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0463880,Unique
63,LT0636706,860953060272720,1 Phase,S2S repaired,8991856040706307692,SBPDCL,405856706852701,2405:0203:052A:879B:0000:0000:0000:0010,L&T,LT0636706,405856706852701,2405:0203:052A:879B:0000:0000:0000:0010,PR-36624,Retired,SBPDCL,LT0636706,2405:0203:052A:879B:0000:0000:0000:0010,Retired,SBPDCL,LT0636706,405856706852701,2405:0203:052A:879B:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0636706,Unique
64,LT0636573,860953060356416,1 Phase,S2S repaired,8991856040706309532,SBPDCL,405856706854541,2405:0203:052A:8716:0000:0000:0000:0010,L&T,LT0636573,405856706854541,2405:0203:052A:8716:0000:0000:0000:0010,2311693854,Retired,SBPDCL,LT0636573,2405:0203:052A:8716:0000:0000:0000:0010,Retired,SBPDCL,LT0636573,405856706854541,2405:0203:052A:8716:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0636573,Unique
65,LT0780983,860953066186841,1 Phase,S2S repaired,8991856040706633780,SBPDCL,405856707178780,2405:0203:052C:A3C9:0000:0000:0000:0010,L&T,LT0780983,405856707178780,2405:0203:052C:A3C9:0000:0000:0000:0010,PR-37033,Retired,SBPDCL,LT0780983,2405:0203:052C:A3C9:0000:0000:0000:0010,Retired,SBPDCL,LT0780983,405856707178780,2405:0203:052C:A3C9:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0780983,Unique
66,LT0789052,860953069031630,1 Phase,S2S repaired,8991856040706687563,SBPDCL,405856707232571,2405:0203:052C:C34E:0000:0000:0000:0010,L&T,LT0789052,405856707232571,2405:0203:052C:C34E:0000:0000:0000:0010,JAGJP-10067,Retired,SBPDCL,LT0789052,2405:0203:052C:C34E:0000:0000:0000:0010,Retired,SBPDCL,LT0789052,405856707232571,2405:0203:052C:C34E:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0789052,Unique
67,LT0636041,860953060311460,1 Phase,S2S repaired,8991856040706308649,SBPDCL,405856706853658,2405:0203:052A:8502:0000:0000:0000:0010,L&T,LT0636041,405856706853658,2405:0203:052A:8502:0000:0000:0000:0010,BHN-22352,Retired,SBPDCL,LT0636041,2405:0203:052A:8502:0000:0000:0000:0010,Retired,SBPDCL,LT0636041,405856706853658,2405:0203:052A:8502:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0636041,Unique
68,LT0917730,860953064338444,1 Phase,S2S repaired,8991856040707037041,SBPDCL,405856707582036,2405:0203:052F:2083:0000:0000:0000:0010,L&T,LT0917730,405856707582036,2405:0203:052F:2083:0000:0000:0000:0010,523111286822,Retired,SBPDCL,LT0917730,2405:0203:052F:2083:0000:0000:0000:0010,Retired,SBPDCL,LT0917730,405856707582036,2405:0203:052F:2083:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0917730,Unique
69,LT0201110,869810055221008,1 Phase,S2S repaired,8991856050706039010,SBPDCL,405856706039010,2405:0203:0522:E72E:0000:0000:0000:0010,L&T,LT0201110,405856706039010,2405:0203:0522:E72E:0000:0000:0000:0010,5000524793,Retired,SBPDCL,LT0201110,2405:0203:0522:E72E:0000:0000:0000:0010,Retired,SBPDCL,LT0201110,405856706039010,2405:0203:0522:E72E:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0201110,Unique
70,LT0467335,865681061777463,1 Phase,S2S repaired,8991856040706000674,SBPDCL,405856706545696,2405:0203:0528:3D6B:0000:0000:0000:0010,L&T,LT0467335,405856706545696,2405:0203:0528:3D6B:0000:0000:0000:0010,52316504332,Retired,SBPDCL,LT0467335,2405:0203:0528:3D6B:0000:0000:0000:0010,Retired,SBPDCL,LT0467335,405856706545696,2405:0203:0528:3D6B:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0467335,Unique
71,LT0783541,860953065390568,1 Phase,S2S repaired,8991856040706717473,SBPDCL,405856707262481,2405:0203:052C:ADC7:0000:0000:0000:0010,L&T,LT0783541,405856707262481,2405:0203:052C:ADC7:0000:0000:0000:0010,52319583431,Installed,SBPDCL,LT0783541,2405:0203:052C:ADC7:0000:0000:0000:0010,Installed,SBPDCL,LT0783541,405856707262481,2405:0203:052C:ADC7:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0783541,Unique
72,LT0920719,860953064891699,1 Phase,S2S repaired,8991856040707108115,SBPDCL,405856707653110,2405:0203:052F:2C30:0000:0000:0000:0010,L&T,LT0920719,405856707653110,2405:0203:052F:2C30:0000:0000:0000:0010,JAGSHA-3427,Installed,SBPDCL,LT0920719,2405:0203:052F:2C30:0000:0000:0000:0010,Installed,SBPDCL,LT0920719,405856707653110,2405:0203:052F:2C30:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0920719,Unique
73,LT0793755,860953065173444,1 Phase,S2S repaired,8991856040706717922,SBPDCL,405856707262930,2405:0203:052C:D5AD:0000:0000:0000:0010,L&T,LT0793755,405856707262930,2405:0203:052C:D5AD:0000:0000:0000:0010,JAGJP-8093,Retired,SBPDCL,LT0793755,2405:0203:052C:D5AD:0000:0000:0000:0010,Retired,SBPDCL,LT0793755,405856707262930,2405:0203:052C:D5AD:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0793755,Unique
74,LT0290838,869810050943390,1 Phase,S2S repaired,8991856050706382113,SBPDCL,405856706382113,2405:0203:0525:2903:0000:0000:0000:0010,L&T,LT0290838,405856706382113,2405:0203:0525:2903:0000:0000:0000:0010,5000181414,Retired,SBPDCL,LT0290838,2405:0203:0525:2903:0000:0000:0000:0010,Retired,SBPDCL,LT0290838,405856706382113,2405:0203:0525:2903:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0290838,Unique
75,LT0598983,865681062347316,1 Phase,S2S repaired,8991856040706136056,SBPDCL,405856706681078,2405:0203:0529:D72F:0000:0000:0000:0010,L&T,LT0598983,405856706681078,2405:0203:0529:D72F:0000:0000:0000:0010,KHGKH/DS/3005,Retired,SBPDCL,LT0598983,2405:0203:0529:D72F:0000:0000:0000:0010,Retired,SBPDCL,LT0598983,405856706681078,2405:0203:0529:D72F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0598983,Unique
76,LT0421900,861996078317515,1 Phase,S2S repaired,8991856050706511201,SBPDCL,405856706506201,2405:0203:0526:F9EA:0000:0000:0000:0010,L&T,LT0421900,405856706506201,2405:0203:0526:F9EA:0000:0000:0000:0010,5001354530,Retired,SBPDCL,LT0421900,2405:0203:0526:F9EA:0000:0000:0000:0010,Retired,SBPDCL,LT0421900,405856706506201,2405:0203:0526:F9EA:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0421900,Unique
77,LT0036957,861089054461216,1 Phase,S2S repaired,8991856050706319582,SBPDCL,405856706319582,2405:0203:0520:9982:0000:0000:0000:0010,L&T,LT0036957,405856706319582,2405:0203:0520:9981:0000:0000:0000:0010,5001355156,Retired,SBPDCL,LT0036957,2405:0203:0520:9981:0000:0000:0000:0010,Retired,SBPDCL,LT0036958,405856706319931,2405:0203:0520:9982:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,False,SAME SET IN SAME UTILITY,SIM AND METER-SIM LINK FILE REQUIRED,LNTLT0036957,Unique
78,LT1032092,865575062757385,1 Phase,S2S repaired,8991856040706472178,SBPDCL,405856707017187,2405:0203:0531:0E64:0000:0000:0000:0010,L&T,LT1032092,405856707017187,2405:0203:0531:0E64:0000:0000:0000:0010,5000157509,Retired,SBPDCL,LT1032092,2405:0203:0531:0E64:0000:0000:0000:0010,Retired,SBPDCL,LT1032092,405856707017187,2405:0203:0531:0E64:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT1032092,Unique
79,LT0279379,869810058773377,1 Phase,S2S repaired,8991856050706398884,SBPDCL,405856706398884,2405:0203:0524:7243:0000:0000:0000:0010,L&T,LT0279379,405856706398884,2405:0203:0524:7243:0000:0000:0000:0010,5003601575,Retired,SBPDCL,LT0279379,2405:0203:0524:7243:0000:0000:0000:0010,Retired,SBPDCL,LT0279379,405856706398884,2405:0203:0524:7243:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0279379,Unique
80,LT0290979,869810056051255,1 Phase,S2S repaired,8991856050706382159,SBPDCL,405856706382159,2405:0203:0525:2990:0000:0000:0000:0010,L&T,LT0290979,405856706382159,2405:0203:0525:2990:0000:0000:0000:0010,5002294609,Retired,SBPDCL,LT0290979,2405:0203:0525:2990:0000:0000:0000:0010,Retired,SBPDCL,LT0290979,405856706382159,2405:0203:0525:2990:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0290979,Unique
81,LT0769299,861996078367627,1 Phase,S2S repaired,8991856040706436630,SBPDCL,405856706981639,2405:0203:052C:7625:0000:0000:0000:0010,L&T,LT0769299,405856706981639,2405:0203:052C:7625:0000:0000:0000:0010,5001241666,Retired,SBPDCL,LT0769299,2405:0203:052C:7625:0000:0000:0000:0010,Retired,SBPDCL,LT0769299,405856706981639,2405:0203:052C:7625:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0769299,Unique
82,LT0654123,861996078314116,1 Phase,S2S repaired,8991856040706374464,SBPDCL,405856706919473,2405:0203:052A:D31B:0000:0000:0000:0010,L&T,LT0654123,405856706919473,2405:0203:052A:D31B:0000:0000:0000:0010,5001246559,Retired,SBPDCL,LT0654123,2405:0203:052A:D31B:0000:0000:0000:0010,Retired,SBPDCL,LT0654123,405856706919473,2405:0203:052A:D31B:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0654123,Unique
83,LT0625609,860953060459871,1 Phase,S2S repaired,8991856040706108859,SBPDCL,405856706653881,2405:0203:052A:1F12:0000:0000:0000:0010,L&T,LT0625609,405856706653881,2405:0203:052A:1F12:0000:0000:0000:0010,5003932644,Retired,SBPDCL,LT0625609,2405:0203:052A:1F12:0000:0000:0000:0010,Retired,SBPDCL,LT0625609,405856706653881,2405:0203:052A:1F12:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0625609,Unique
84,LT0799797,860953065894932,1 Phase,S2S repaired,8991856040706730190,SBPDCL,405856707275193,2405:0203:052D:201E:0000:0000:0000:0010,L&T,LT0799797,405856707275193,2405:0203:052D:201E:0000:0000:0000:0010,NNGNN7696,Retired,SBPDCL,LT0799797,2405:0203:052D:201E:0000:0000:0000:0010,Retired,SBPDCL,LT0799797,405856707275193,2405:0203:052D:201E:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0799797,Unique
85,LT0700315,860953069187283,1 Phase,S2S repaired,8991856040706567041,SBPDCL,405856707112050,2405:0203:052B:8FBD:0000:0000:0000:0010,L&T,LT0700315,405856707112050,2405:0203:052B:8FBD:0000:0000:0000:0010,RFGRF8135,Retired,SBPDCL,LT0700315,2405:0203:052B:8FBD:0000:0000:0000:0010,Retired,SBPDCL,LT0700315,405856707112050,2405:0203:052B:8FBD:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0700315,Unique
86,LT0699901,860953069558640,1 Phase,S2S repaired,8991856040706565455,SBPDCL,405856707110464,2405:0203:052B:8E1F:0000:0000:0000:0010,L&T,LT0699901,405856707110464,2405:0203:052B:8E1F:0000:0000:0000:0010,52354913873,Retired,SBPDCL,LT0699901,2405:0203:052B:8E1F:0000:0000:0000:0010,Retired,SBPDCL,LT0699901,405856707110464,2405:0203:052B:8E1F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0699901,Unique
87,LT0699937,860953069157484,1 Phase,S2S repaired,8991856040706565369,SBPDCL,405856707110378,2405:0203:052B:8E43:0000:0000:0000:0010,L&T,LT0699937,405856707110378,2405:0203:052B:8E43:0000:0000:0000:0010,RFGRF1481,Retired,SBPDCL,LT0699937,2405:0203:052B:8E43:0000:0000:0000:0010,Retired,SBPDCL,LT0699937,405856707110378,2405:0203:052B:8E43:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0699937,Unique
88,LT0800814,860953065333212,1 Phase,S2S repaired,8991856040706732541,SBPDCL,405856707277544,2405:0203:052D:2417:0000:0000:0000:0010,L&T,LT0800814,405856707277544,2405:0203:052D:2417:0000:0000:0000:0010,52356765656,Retired,SBPDCL,LT0800814,2405:0203:052D:2417:0000:0000:0000:0010,Retired,SBPDCL,LT0800814,405856707277544,2405:0203:052D:2417:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0800814,Unique
89,LT0327798,869810055564480,1 Phase,S2S repaired,8991856050706334711,NBPDCL,405856706334711,2405:0203:0525:3128:0000:0000:0000:0010,L&T,LT0327798,405856706334711,2405:0203:0525:3128:0000:0000:0000:0010,5000633364,Retired,NBPDCL,LT0327798,2405:0203:0525:3128:0000:0000:0000:0010,Retired,NBPDCL,LT0327798,405856706334711,2405:0203:0525:3128:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0327798,Unique
90,LT0617596,860953060750378,1 Phase,S2S repaired,8991856040706105948,NBPDCL,405856706650970,2405:0203:052A:1363:0000:0000:0000:0010,L&T,LT0617596,405856706650970,2405:0203:052A:1363:0000:0000:0000:0010,5003404120,Retired,NBPDCL,LT0617596,2405:0203:052A:1363:0000:0000:0000:0010,Retired,NBPDCL,LT0617596,405856706650970,2405:0203:052A:1363:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0617596,Unique
91,LT0224313,869810051101972,1 Phase,S2S repaired,8991856050706325923,NBPDCL,405856706325923,2405:0203:0523:448A:0000:0000:0000:0010,L&T,LT0224313,405856706325923,2405:0203:0523:448A:0000:0000:0000:0010,5000728896,Retired,NBPDCL,LT0224313,2405:0203:0523:448A:0000:0000:0000:0010,Retired,NBPDCL,LT0224313,405856706325923,2405:0203:0523:448A:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0224313,Unique
